Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
526      0.263          1.6786192867988688e-05    0.008056462934164763    4.752167379323223
528      0.264          1.6860395311912027e-05    0.008073286228254713    4.762090730307436
530      0.265          1.6937762969016962e-05    0.008090185307395177    4.772058783693662
532      0.266          1.7018386381836196e-05    0.008107163382070605    4.78207343321115
534      0.267          1.7102304415141928e-05    0.008124223727469092    4.79213661075509
536      0.268          1.7189522185022193e-05    0.008141369640769175    4.8022502611919125
538      0.269          1.72799951098077e-05    0.00815860439941659    4.812416317748498
540      0.27          1.7373554583949366e-05    0.008175931174263469    4.822636650776662
542      0.271          1.746978619785867e-05    0.008193352844654372    4.832912958680206
544      0.272          1.7567954887894738e-05    0.008210871715197248    4.843246600850072
546      0.273          1.7666983898813724e-05    0.008228489184590604    4.85363840231946
548      0.274          1.7765489257285852e-05    0.008246205421168653    4.864088462381619
550      0.275          1.7861870895896222e-05    0.008264019101245244    4.874596000249967
552      0.276          1.7954457527868623e-05    0.008281927265457126    4.885159270321052
554      0.277          1.804162016248053e-05    0.008299925304302302    4.8957755536442376
556      0.278          1.812181686504769e-05    0.008318007022816066    4.906441196071365
558      0.279          1.8193594793471657e-05    0.008336164728645325    4.917151660208082
560      0.28          1.8255649239552755e-05    0.008354389350661837    4.927901595378775
562      0.281          1.8306867710444926e-05    0.008372670609136837    4.938684938005408
564      0.282          1.8346285322891267e-05    0.008390997185653504    4.949495011831709
566      0.283          1.837309023479896e-05    0.008409356873432349    4.960324616593769
568      0.284          1.8386701227466518e-05    0.008427736769163481    4.971166141173798
570      0.285          1.838685817009174e-05    0.008446123548862261    4.982011726315736
572      0.286          1.8373676943746194e-05    0.00846450381641918    4.9928534702201
574      0.287          1.8347651234496504e-05    0.008482864480508301    5.0036836508663765
576      0.288          1.8309627366203242e-05    0.00850119311980865    5.014494941441691
578      0.289          1.826079166199102e-05    0.008519478329322748    5.025280614619494
580      0.29          1.820268112983784e-05    0.008537710065718662    5.036034746262261
582      0.291          1.8137173022013633e-05    0.008555879992794588    5.046752419196463
584      0.292          1.806638702808255e-05    0.008573981772819636    5.057429895062195
586      0.293          1.7992479947449618e-05    0.008592011206307402    5.068064696759713
588      0.294          1.7917661199233075e-05    0.008609966276880744    5.07865563491326
590      0.295          1.7843973079261386e-05    0.00862784709401999    5.08920277410066
592      0.296          1.7772960967161834e-05    0.008645655561043204    5.09970723700889
594      0.297          1.7705684698184883e-05    0.008663394883875877    5.1101709146780605
596      0.298          1.7642743995218607e-05    0.008681069098222577    5.120596187599926
598      0.299          1.758431107059243e-05    0.008698682625755483    5.1309856639322415
600      0.3          1.753019655034226e-05    0.00871623987956595    5.141341946771299
602      0.301          1.7479983734089847e-05    0.008733744969708166    5.151667460464559
604      0.302          1.7433195520469783e-05    0.008751201559335446    5.161964365751518
606      0.303          1.738943471743501e-05    0.0087686128744544    5.17223456551729
608      0.304          1.7348452163562222e-05    0.008785981817894898    5.182479772018672
610      0.305          1.7310160435743167e-05    0.008803311124194552    5.192701598243961
612      0.306          1.7274636596729735e-05    0.008820603522710788    5.202901654125882
614      0.307          1.7242123333669922e-05    0.008837861902675987    5.21308164390065
616      0.308          1.721304510860988e-05    0.008855089486897127    5.223243468566046
618      0.309          1.7187999261352503e-05    0.008872290009082108    5.233389330478743
620      0.31          1.7167720004111792e-05    0.00888946786871484    5.243521824708571
622      0.311          1.715298659997564e-05    0.008906628222016884    5.253643992692963
624      0.312          1.7144483527749365e-05    0.008923776957080746    5.263759307569117
626      0.313          1.714264676967076e-05    0.008940920522229456    5.273871572930572
628      0.314          1.7147545887331696e-05    0.008958065618557958    5.283984741470348
630      0.315          1.7158846337584637e-05    0.008975218814670415    5.294102687730743
632      0.316          1.7175888370416025e-05    0.008992386182024416    5.304228993008285
634      0.317          1.7197901016792092e-05    0.00900957307671802    5.314366816639105
636      0.318          1.7224239945794807e-05    0.009026784147199313    5.324518900546497
638      0.319          1.725437717231489e-05    0.009044023455758369    5.3346876409038835
640      0.32          1.7287555176112482e-05    0.009061294421932582    5.344875054752018
642      0.321          1.7322607551451895e-05    0.009078599503296363    5.355082591710297
644      0.322          1.7358182792870923e-05    0.009095939898468526    5.36531095879336
646      0.323          1.7393090313798948e-05    0.00911331553502186    5.375560113279453
648      0.324          1.7426354871526847e-05    0.009130725257614523    5.385829373681195
650      0.325          1.745715529928874e-05    0.00914816701269993    5.396117528698146
652      0.326          1.7484790620629814e-05    0.009165637985659891    5.406422918105858
654      0.327          1.750867532081857e-05    0.009183134718630614    5.416743502256454
656      0.328          1.7528322504175077e-05    0.009200653217543112    5.427076925217247
658      0.329          1.7543344812877647e-05    0.009218189051201637    5.437420573212933
660      0.33          1.7553457196442217e-05    0.009235737452206298    5.447771634155568
662      0.331          1.755847847206315e-05    0.00925329342004055    5.458127158451546
664      0.332          1.7558322786491665e-05    0.009270851820669827    5.468484117750607
666      0.333          1.755301354954562e-05    0.009288407488837845    5.478839465286122
668      0.334          1.754270143367349e-05    0.009305955346329456    5.489190205633356
670      0.335          1.752766761984573e-05    0.009323490530856215    5.499533470733614
672      0.336          1.7508301198529438e-05    0.009341008515265403    5.509866590210626
674      0.337          1.7485063728401523e-05    0.009358505197728868    5.520187144569122
676      0.338          1.7458446115083285e-05    0.00937597695265061    5.530492995223078
678      0.339          1.7428946673027356e-05    0.009393420649044665    5.540782295336048
680      0.34          1.7397091338626156e-05    0.009410833668050494    5.551053500152758
682      0.341          1.7363453163634462e-05    0.009428213940301623    5.561305389041282
684      0.342          1.7328575803960136e-05    0.00944555995478542    5.5715370707190575
686      0.343          1.729276143283367e-05    0.009462870623403816    5.5817479033629676
688      0.344          1.7255941698960937e-05    0.009480144974969715    5.591937314110742
690      0.345          1.7217773222564276e-05    0.009497381832430478    5.602104608668719
692      0.346          1.7177896265621092e-05    0.009514579667174571    5.612248885373487
694      0.347          1.7136125417923334e-05    0.009531736678016343    5.622369081781667
696      0.348          1.709247103952413e-05    0.009548850976245065    5.632464083822531
698      0.349          1.704708323762409e-05    0.00956592075338364    5.642532824751786
700      0.35          1.7000241501965754e-05    0.009582944415753435    5.652574364525684
702      0.351          1.69523765675398e-05    0.00959992072478819    5.662587972566274
704      0.352          1.69039671931116e-05    0.009616848896668515    5.672573186531588
706      0.353          1.685537259269161e-05    0.009633728566561415    5.682529791222044
708      0.354          1.6806777887349378e-05    0.009650559641801436    5.692457731978201
710      0.355          1.675819703313825e-05    0.00966734212926168    5.702357012854212
712      0.356          1.670944871942146e-05    0.009684075952137959    5.71222758854653
714      0.357          1.666010124544404e-05    0.009700760727120393    5.722069232956837
716      0.358          1.6609488305634076e-05    0.009717395521895931    5.731881396153024
718      0.359          1.6556858974522596e-05    0.00973397869553601    5.7416631102206015
720      0.36          1.6501530353720884e-05    0.009750507890200131    5.751412984368996
